MGI_ID	homozygosity	viability_by_pup_numbers	E95_outcome_on_.aliveHOMS	E125_outcome_on_.aliveHOMS	E145_outcome_on_.aliveHOMS	E185_outcome_on_.aliveHOMS	Window	E9.5_split	E12.5_split	E14.5.E15.5_split	E18.5_split	Window_Category	HGNC_ID	Avana_mean_045	Avana_mean
MGI:1194493	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:21095	Non-essential	-0.104632524
MGI:1355319	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9137	Essential	-0.512989248
MGI:1855697	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:838	Essential	-0.650693594
MGI:1859293	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10549	Non-essential	-0.259991783
MGI:1913609	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:26970	Non-essential	-0.211245945
MGI:1913699	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:29679	Essential	-1.12856521
MGI:1914060	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25503	Essential	-1.269948448
MGI:1915217	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:20932	Essential	-1.238396822
MGI:1919586	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:29685	Essential	-0.874010139
MGI:1924971	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:14498	Essential	-0.632660477
MGI:2136773	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:29322	Essential	-1.022668857
MGI:2445102	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:16718	Essential	-1.031682284
MGI:2682314	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17808	Non-essential	-0.208808346
MGI:3583942	Homozygous	Lethal	Lethal	no_e125_data	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25675	Essential	-1.242114183
MGI:102809	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10537	Essential	-1.542777664
MGI:104560	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:8016	Essential	-1.148670104
MGI:106331	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28760	Essential	-0.517596221
MGI:106341	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:850	Non-essential	-0.361282986
MGI:106374	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:22229	Non-essential	-0.01238832
MGI:109584	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17346	Non-essential	-0.362170541
MGI:1097163	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9176	Essential	-0.699714688
MGI:1098802	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24224	Non-essential	-0.332549423
MGI:1195458	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:69	Essential	-0.868693486
MGI:1289227	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:13195	Non-essential	-0.437395488
MGI:1337100	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:12754	Essential	-0.724840811
MGI:1350930	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:11304	Essential	-0.586214626
MGI:1353498	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10989	Essential	-0.580207495
MGI:1858202	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:9760	Non-essential	-0.277667453
MGI:1913327	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24114	Non-essential	-0.443059421
MGI:1913388	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:16405	Essential	-1.107942264
MGI:1913431	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:14378	Essential	-0.950836018
MGI:1913479	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:21370	Essential	-0.633135926
MGI:1914486	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:23789	Essential	-0.830457043
MGI:1914743	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28484	Essential	-1.016422691
MGI:1915525	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10289	Essential	-1.196146493
MGI:1915526	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:15954	Essential	-0.562437601
MGI:1915956	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:21965	Non-essential	-0.444546417
MGI:1916233	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:21876	Essential	-0.499840163
MGI:1916956	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:19742	Essential	-1.310769593
MGI:1919999	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:7801	Essential	-1.048350032
MGI:1921727	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:29110	Non-essential	0.074414377
MGI:1923547	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25160	Essential	-0.829055018
MGI:1923800	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:28152	Non-essential	-0.146487748
MGI:1923988	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25459	Essential	-0.734994805
MGI:1924823	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:18179	Essential	-0.718596166
MGI:1928137	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:14508	Essential	-0.56461195
MGI:1928140	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:14511	Essential	-0.479261437
MGI:1929285	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17151	Essential	-1.139435996
MGI:1929492	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:24047	Essential	-0.621588472
MGI:1931520	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:15594	Essential	-1.449691612
MGI:2141866	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:29550	Non-essential	-0.006671706
MGI:2142632	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:32456	Essential	-1.151520076
MGI:2177178	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17098	Essential	-0.583722083
MGI:2444136	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:25133	Essential	-0.961203072
MGI:2685013	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:18622	Non-essential	-0.356529454
MGI:3026886	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:26929	Non-essential	-0.145739936
MGI:96112	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:4982	Non-essential	-0.241850938
MGI:97402	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:8109	Non-essential	0.063560218
MGI:99690	Homozygous	Lethal	Lethal	no_e125_data	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:30073	Essential	-0.823483773
MGI:1917270	Homozygous	Lethal	Lethal	Subviable	no_e145_data	no_e185_data	Conflicting					-	HGNC:13324	Non-essential	-0.380519612
MGI:98736	Homozygous	Lethal	Lethal	Subviable	no_e145_data	no_e185_data	Conflicting					-	HGNC:11784	Non-essential	-0.080914839
MGI:2444554	Homozygous	Lethal	no_e95_data	Subviable	Lethal	no_e185_data	E12.5-E14.5/E15.5	After E9.5	After E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:18752	Non-essential	-0.322211029
MGI:88475	Homozygous	Lethal	no_e95_data	Viable	Lethal	Insufficient numbers to make a call	E12.5-E14.5/E15.5	After E9.5	After E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:2269	Essential	-0.543563554
MGI:2442115	Homozygous	Lethal	no_e95_data	Viable	Lethal	no_e185_data	E12.5-E14.5/E15.5	After E9.5	After E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:25706	Non-essential	-0.312129772
MGI:1338881	Homozygous	Lethal	Viable	Viable	Lethal	no_e185_data	E12.5-E14.5/E15.5	After E9.5	After E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:11344	Non-essential	0.040071557
MGI:1926142	Homozygous	Lethal	Viable	Viable	Lethal	no_e185_data	E12.5-E14.5/E15.5	After E9.5	After E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:25248	Non-essential	-0.015634897
MGI:2137022	Homozygous	Lethal	no_e95_data	Viable	Insufficient numbers to make a call	Lethal	E12.5-E18.5	After E9.5	After E12.5		Before E18.5	-	HGNC:24142	Non-essential	-0.237890372
MGI:106651	Homozygous	Lethal	no_e95_data	Insufficient numbers to make a call	Subviable	Lethal	E14.5/E15.5-E18.5	After E9.5	After E12.5	After E14.5/E15.5	Before E18.5	Late-gestation	HGNC:6727	Non-essential	0.059448115
MGI:1928753	Homozygous	Lethal	no_e95_data	Insufficient numbers to make a call	Subviable	Lethal	E14.5/E15.5-E18.5	After E9.5	After E12.5	After E14.5/E15.5	Before E18.5	Late-gestation	HGNC:8869	Essential	-0.54203038
MGI:1354962	Homozygous	Lethal	no_e95_data	Insufficient numbers to make a call	Viable	Lethal	E14.5/E15.5-E18.5	After E9.5	After E12.5	After E14.5/E15.5	Before E18.5	Late-gestation	HGNC:2232	Essential	-1.215454489
MGI:109544	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:356	Non-essential	0.114934747
MGI:109637	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:3444	Non-essential	0.032324393
MGI:1202392	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:4446	Non-essential	-0.138319618
MGI:1203729	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:8971	Non-essential	-0.018388585
MGI:1270863	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:9358	Non-essential	-0.099046776
MGI:1338944	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:172	Non-essential	-0.067134049
MGI:1342286	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:3750	Non-essential	-0.391411599
MGI:1347054	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:4417	Non-essential	0.068050011
MGI:1347094	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	NA	NA	NA
MGI:1913653	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:20995	Non-essential	-0.272522662
MGI:1914806	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:18858	Non-essential	-0.19213258
MGI:1915068	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:26050	Non-essential	-0.056102736
MGI:1922967	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:2556	Non-essential	0.189515605
MGI:1930618	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:1573	Non-essential	-0.018639655
MGI:1931249	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:20584	Non-essential	0.209880292
MGI:2148922	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:14129	Non-essential	-0.129865589
MGI:2448530	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:23595	Essential	-0.806794603
MGI:88537	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:2444	Non-essential	-0.04212935
MGI:95522	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:3688	Non-essential	-0.087804091
MGI:95568	Homozygous	Lethal	Subviable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:3791	Non-essential	0.132643925
MGI:102556	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:11603	Non-essential	-0.14527165
MGI:104673	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:9645	Non-essential	0.148130418
MGI:1100846	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:9234	Essential	-0.687034076
MGI:1196325	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:23303	Non-essential	-0.097201966
MGI:1333114	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:14135	Non-essential	-0.084463141
MGI:1345643	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:16466	Non-essential	0.031078093
MGI:1347008	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:9083	Non-essential	0.000425607
MGI:1915896	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:26404	Non-essential	0.095431669
MGI:1916366	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:30313	Essential	-0.912894139
MGI:1922928	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:14645	Non-essential	-0.341943539
MGI:1923661	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:29669	Non-essential	-0.033707363
MGI:1924298	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:17966	Non-essential	0.138203197
MGI:1924748	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:14671	Non-essential	-0.365501999
MGI:1925152	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:13420	Non-essential	-0.277728194
MGI:1927234	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:11449	Non-essential	-0.178939663
MGI:2385110	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:29509	Non-essential	-0.021575432
MGI:2677480	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:28369	Non-essential	-0.441260565
MGI:2682064	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:30391	Non-essential	-0.081903249
MGI:3576210	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:28988	Non-essential	-0.023091871
MGI:95662	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:4171	Non-essential	0.134531351
MGI:95718	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:4280	Non-essential	-0.121217642
MGI:95768	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:4381	Non-essential	0.011630892
MGI:95791	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:4432	Non-essential	-0.005119951
MGI:96647	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:6205	Non-essential	-0.224348044
MGI:99433	Homozygous	Lethal	Viable	Lethal	no_e145_data	no_e185_data	E9.5-E12.5	After E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Mid-gestation	HGNC:655	Essential	-0.576078596
MGI:1928378	Homozygous	Lethal	Subviable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:2867	Essential	-0.487014018
MGI:107688	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:6320	Non-essential	0.010107167
MGI:1330239	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:3005	Non-essential	-0.266661513
MGI:1914769	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:26079	Non-essential	-0.016283909
MGI:1915434	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:2769	Essential	-0.663998222
MGI:1915848	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:15470	Essential	-0.676884681
MGI:1924076	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:20278	Non-essential	-0.255011039
MGI:2179288	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:18654	Essential	-0.641983044
MGI:2384933	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:25522	Non-essential	-0.285954308
MGI:2681271	Homozygous	Lethal	Viable	no_e125_data	Lethal	no_e185_data	E9.5-E14.5/E15.5	After E9.5		Before E14.5/E15.5	Before E18.5	-	HGNC:8966	Non-essential	-0.175538258
